               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.046492,            0.076341,            0.019832,             0.68211,             0.53824,             0.62721,             0.41991,            0.041146,            0.039538,            0.013864,              0.0007,              0.0007,              0.0937
                   1,            0.044763,            0.068737,            0.018717,             0.68696,             0.56895,             0.65514,             0.44013,            0.040477,            0.038743,              0.0125,           0.0014851,           0.0014851,            0.086485
                   2,             0.04491,            0.062692,            0.018974,             0.74306,             0.55905,             0.66956,             0.44921,             0.04061,            0.038153,            0.011766,           0.0022545,           0.0022545,            0.079254
                   3,            0.043966,            0.064335,            0.017459,             0.67791,             0.63135,             0.69054,              0.4348,            0.044203,            0.036839,            0.010471,           0.0030079,           0.0030079,            0.072008
                   4,            0.047504,            0.058271,            0.016344,             0.68675,             0.62771,              0.6923,             0.38677,            0.047241,            0.036303,           0.0095662,           0.0037456,           0.0037456,            0.064746
                   5,            0.047618,            0.063029,            0.014833,             0.70844,             0.64405,             0.70491,             0.39597,            0.046173,            0.035748,           0.0089924,           0.0044673,           0.0044673,            0.057467
                   6,            0.050093,            0.060092,            0.014129,             0.57499,             0.59563,               0.592,             0.28936,            0.058629,            0.033898,           0.0083505,           0.0051733,           0.0051733,            0.050173
                   7,            0.054625,            0.059431,            0.014781,             0.68562,             0.62256,             0.67934,             0.37574,            0.051885,            0.032992,            0.008312,           0.0058634,           0.0058634,            0.042863
                   8,             0.05061,            0.058268,            0.013581,             0.70653,              0.6636,             0.72534,              0.3971,            0.049976,            0.033532,            0.008431,           0.0065377,           0.0065377,            0.035538
                   9,            0.051712,             0.05726,            0.013486,             0.64282,             0.71259,              0.7185,             0.43468,            0.048001,            0.033167,           0.0086675,           0.0071961,           0.0071961,            0.028196
                  10,            0.049369,            0.058904,            0.014958,             0.56464,             0.72164,             0.68757,             0.36254,              0.0567,             0.03124,           0.0080797,           0.0078387,           0.0078387,            0.020839
                  11,            0.059099,            0.048801,            0.014082,             0.61966,             0.73068,              0.7418,             0.38794,             0.05003,            0.033714,           0.0092177,           0.0084655,           0.0084655,            0.013465
                  12,            0.050208,            0.056483,            0.015423,             0.75844,             0.67763,             0.76623,             0.40626,            0.048316,            0.032272,           0.0095049,            0.008812,            0.008812,            0.008812
                  13,            0.053129,            0.053949,            0.014884,             0.71052,             0.61191,              0.6869,             0.39644,            0.051672,            0.036577,             0.01166,            0.008812,            0.008812,            0.008812
                  14,             0.05188,            0.053657,             0.01551,              0.7121,             0.59959,             0.69732,             0.38658,            0.051486,            0.034179,            0.010925,            0.008713,            0.008713,            0.008713
                  15,            0.051153,            0.051695,             0.01478,             0.80421,             0.58731,             0.69992,             0.34441,            0.052887,            0.035214,            0.011637,            0.008614,            0.008614,            0.008614
                  16,            0.053212,            0.059208,            0.013504,              0.7748,             0.69412,             0.76582,             0.42228,            0.049451,            0.031571,             0.00946,            0.008515,            0.008515,            0.008515
                  17,            0.048869,            0.054562,            0.013928,             0.79776,             0.71925,               0.804,             0.45357,            0.049324,            0.030724,           0.0082618,            0.008416,            0.008416,            0.008416
                  18,            0.053255,            0.050905,            0.013347,             0.71132,             0.73049,             0.76839,             0.42283,             0.04842,            0.032666,           0.0087648,            0.008317,            0.008317,            0.008317
                  19,            0.047763,            0.050385,            0.013225,             0.77157,             0.66623,             0.76657,             0.44377,            0.045269,            0.033374,            0.008419,            0.008218,            0.008218,            0.008218
                  20,             0.04833,            0.053625,            0.012186,             0.71844,             0.71598,             0.76171,             0.42803,            0.048642,            0.031756,            0.008262,            0.008119,            0.008119,            0.008119
                  21,            0.051716,            0.050182,            0.012084,             0.69902,             0.65424,             0.73198,             0.39157,            0.047937,            0.034197,           0.0092424,             0.00802,             0.00802,             0.00802
                  22,              0.0501,             0.05319,             0.01318,             0.75305,             0.76382,             0.80606,              0.4805,            0.043107,            0.031864,           0.0084151,            0.007921,            0.007921,            0.007921
                  23,             0.04501,            0.051774,            0.011258,             0.77062,             0.75244,             0.81751,             0.51059,             0.04127,            0.030309,           0.0079287,            0.007822,            0.007822,            0.007822
                  24,            0.046401,            0.044505,            0.012467,             0.65028,             0.74966,             0.76487,             0.47966,             0.04748,            0.029255,           0.0073884,            0.007723,            0.007723,            0.007723
                  25,            0.049656,            0.048706,            0.010998,             0.70312,             0.78379,             0.82311,             0.45851,            0.044401,            0.029443,           0.0069236,            0.007624,            0.007624,            0.007624
                  26,            0.045775,            0.051259,            0.011065,              0.7746,              0.7888,              0.8358,             0.49742,            0.043262,            0.029526,           0.0069318,            0.007525,            0.007525,            0.007525
                  27,             0.04731,            0.045098,            0.010726,             0.83582,             0.76786,              0.8444,             0.52019,            0.042558,            0.028617,           0.0068286,            0.007426,            0.007426,            0.007426
                  28,            0.046177,             0.04512,             0.01131,             0.77739,             0.77321,              0.8417,             0.51797,            0.042627,            0.028759,           0.0067084,            0.007327,            0.007327,            0.007327
                  29,            0.045002,            0.048761,            0.011017,             0.82304,             0.77373,             0.85162,             0.53643,            0.042078,            0.027991,           0.0065072,            0.007228,            0.007228,            0.007228
                  30,            0.045753,            0.048993,             0.01005,             0.84398,             0.79195,             0.87035,             0.55592,            0.039238,            0.026577,           0.0062198,            0.007129,            0.007129,            0.007129
                  31,            0.043645,            0.048808,            0.010597,             0.81391,             0.80925,             0.87778,             0.55853,            0.038347,            0.026098,           0.0060936,             0.00703,             0.00703,             0.00703
                  32,            0.043546,            0.044729,            0.010217,             0.85345,             0.81819,             0.89388,             0.52575,            0.039395,            0.025921,            0.006069,            0.006931,            0.006931,            0.006931
                  33,            0.043538,            0.042671,            0.010302,             0.77176,              0.8457,             0.87917,             0.49866,            0.041484,            0.026124,           0.0061712,            0.006832,            0.006832,            0.006832
                  34,             0.04367,            0.047081,           0.0096081,             0.78353,             0.82235,             0.86191,             0.53537,            0.039195,            0.025643,           0.0061995,            0.006733,            0.006733,            0.006733
                  35,            0.043634,            0.045005,            0.010103,             0.77438,             0.86009,             0.88344,             0.57111,            0.038164,            0.025773,           0.0060293,            0.006634,            0.006634,            0.006634
                  36,            0.043107,            0.046575,           0.0099717,             0.83885,             0.83378,             0.88275,             0.56625,            0.039994,            0.025555,           0.0058547,            0.006535,            0.006535,            0.006535
                  37,            0.042551,            0.044356,           0.0094332,             0.79583,             0.83881,             0.88037,             0.54332,            0.041069,            0.025465,           0.0056777,            0.006436,            0.006436,            0.006436
                  38,             0.04498,            0.048138,           0.0093029,             0.84341,             0.83228,             0.90288,             0.57943,            0.038374,            0.025554,           0.0055951,            0.006337,            0.006337,            0.006337
                  39,             0.04286,            0.049261,           0.0086535,             0.84686,             0.84514,             0.89987,              0.6093,            0.036573,            0.025086,           0.0054956,            0.006238,            0.006238,            0.006238
                  40,            0.040832,            0.044491,           0.0093673,             0.88729,             0.83487,             0.90769,             0.60971,            0.035853,            0.024834,           0.0053839,            0.006139,            0.006139,            0.006139
                  41,             0.03942,            0.044163,           0.0092832,             0.87733,             0.85134,             0.91738,             0.62603,            0.036038,            0.024676,           0.0053158,             0.00604,             0.00604,             0.00604
                  42,            0.041424,            0.042507,           0.0084886,             0.85783,              0.8172,             0.90119,             0.57011,            0.044113,            0.024829,           0.0053071,            0.005941,            0.005941,            0.005941
                  43,            0.045262,            0.041821,           0.0089024,             0.84509,             0.85102,             0.91089,             0.61477,            0.036037,            0.024232,              0.0055,            0.005842,            0.005842,            0.005842
                  44,            0.038973,            0.042761,           0.0089078,              0.7913,             0.90714,             0.91882,             0.61375,             0.03585,            0.024208,           0.0054169,            0.005743,            0.005743,            0.005743
                  45,             0.04086,            0.041565,           0.0088295,             0.82494,             0.88717,              0.9172,             0.60183,            0.037936,            0.024142,           0.0053618,            0.005644,            0.005644,            0.005644
                  46,            0.040678,            0.041497,           0.0094398,             0.85072,             0.87665,             0.92638,             0.64457,            0.034313,              0.0235,           0.0052669,            0.005545,            0.005545,            0.005545
                  47,            0.038761,            0.041735,           0.0088106,             0.83514,             0.87526,             0.91447,             0.63746,            0.035005,            0.023294,           0.0050993,            0.005446,            0.005446,            0.005446
                  48,            0.039411,            0.038472,           0.0079531,             0.88793,             0.87926,             0.92415,              0.6381,            0.035287,            0.023018,           0.0049588,            0.005347,            0.005347,            0.005347
                  49,            0.040284,            0.043424,           0.0084063,             0.86098,             0.88548,             0.92048,              0.5954,            0.037033,             0.02319,           0.0049035,            0.005248,            0.005248,            0.005248
                  50,            0.041018,            0.045273,           0.0078907,             0.86385,             0.87996,              0.9203,             0.62865,            0.036735,            0.023111,           0.0050424,            0.005149,            0.005149,            0.005149
                  51,            0.038223,            0.038361,            0.008161,             0.89055,             0.88753,             0.93004,             0.64435,            0.033605,            0.022745,           0.0050733,             0.00505,             0.00505,             0.00505
                  52,            0.036508,             0.04196,           0.0070939,             0.90167,             0.88432,             0.93215,             0.65199,            0.032802,            0.022705,           0.0050324,            0.004951,            0.004951,            0.004951
                  53,            0.038382,            0.043453,           0.0076896,             0.88249,             0.89878,             0.93486,             0.66961,            0.032243,            0.022302,           0.0048962,            0.004852,            0.004852,            0.004852
                  54,            0.037889,             0.03881,           0.0079311,             0.80064,             0.91951,             0.93059,             0.65533,             0.03336,            0.022155,           0.0047154,            0.004753,            0.004753,            0.004753
                  55,            0.038542,            0.040303,           0.0072079,             0.87507,              0.8807,             0.93695,             0.65586,            0.032382,            0.021898,           0.0046813,            0.004654,            0.004654,            0.004654
                  56,            0.037072,            0.039526,           0.0079675,             0.89692,             0.84824,             0.92932,             0.65857,            0.033181,             0.02186,           0.0046711,            0.004555,            0.004555,            0.004555
                  57,             0.03639,            0.042079,           0.0070516,             0.87908,             0.85623,             0.93366,              0.6678,             0.03279,            0.021784,           0.0046514,            0.004456,            0.004456,            0.004456
                  58,            0.036665,            0.038119,           0.0077534,              0.8944,             0.86218,             0.93671,             0.67414,            0.034033,            0.022044,           0.0046277,            0.004357,            0.004357,            0.004357
                  59,            0.037929,            0.038862,           0.0072803,             0.85008,              0.9222,             0.94178,             0.67553,            0.032168,            0.021799,           0.0046186,            0.004258,            0.004258,            0.004258
                  60,            0.038839,             0.04574,           0.0076463,             0.90084,             0.84521,             0.92776,             0.64727,             0.03444,            0.021694,           0.0046733,            0.004159,            0.004159,            0.004159
                  61,            0.037137,            0.038553,           0.0074355,             0.86244,             0.92734,             0.94525,              0.6916,            0.030743,            0.021522,           0.0047111,             0.00406,             0.00406,             0.00406
                  62,            0.036519,            0.039251,           0.0079187,             0.93454,             0.85639,             0.93394,             0.67416,            0.032691,            0.021497,           0.0046951,            0.003961,            0.003961,            0.003961
                  63,            0.035439,             0.03585,           0.0069993,             0.94162,             0.86609,             0.94869,             0.69065,            0.030997,            0.021484,           0.0046578,            0.003862,            0.003862,            0.003862
                  64,            0.037484,            0.039751,            0.007794,             0.85113,             0.93435,             0.95162,             0.70364,            0.030207,            0.021508,           0.0045159,            0.003763,            0.003763,            0.003763
                  65,            0.035041,            0.037455,           0.0074275,             0.93972,             0.85125,             0.93988,             0.67986,            0.032891,            0.021599,           0.0043894,            0.003664,            0.003664,            0.003664
                  66,            0.036235,            0.040396,            0.006941,             0.91989,             0.87453,             0.94784,             0.69787,            0.029818,            0.021193,           0.0043268,            0.003565,            0.003565,            0.003565
                  67,            0.034047,            0.039498,           0.0069546,             0.91084,             0.87819,             0.93956,             0.69685,            0.030641,            0.021034,           0.0042432,            0.003466,            0.003466,            0.003466
                  68,            0.035096,            0.038236,           0.0068212,             0.91165,             0.88706,             0.93894,             0.68687,            0.030854,            0.021085,           0.0041933,            0.003367,            0.003367,            0.003367
                  69,             0.03473,            0.041716,           0.0068833,             0.91717,             0.87976,             0.94211,             0.70244,            0.029725,            0.020744,            0.004155,            0.003268,            0.003268,            0.003268
                  70,             0.03368,            0.038658,           0.0069467,             0.87346,             0.92677,             0.94783,             0.71093,            0.028728,            0.020773,           0.0040709,            0.003169,            0.003169,            0.003169
                  71,            0.033045,            0.040502,           0.0063901,             0.93602,             0.87079,             0.94148,             0.69883,            0.028842,            0.020388,           0.0039917,             0.00307,             0.00307,             0.00307
                  72,            0.032899,            0.039124,           0.0061004,             0.93389,             0.87046,             0.94165,             0.69988,            0.027968,             0.02024,           0.0039235,            0.002971,            0.002971,            0.002971
                  73,            0.032854,            0.038979,           0.0073284,             0.93101,             0.88296,             0.94331,             0.71703,            0.027446,            0.020007,           0.0038295,            0.002872,            0.002872,            0.002872
                  74,            0.032291,            0.040221,           0.0070525,              0.9474,             0.87139,             0.94994,             0.73159,            0.027261,            0.019755,           0.0037465,            0.002773,            0.002773,            0.002773
                  75,             0.03166,            0.042011,            0.006447,              0.9488,             0.87134,             0.94964,             0.71069,            0.028522,            0.019833,           0.0036854,            0.002674,            0.002674,            0.002674
                  76,            0.032195,            0.038876,           0.0059402,             0.91578,             0.89819,             0.94948,             0.72943,             0.02712,            0.019526,           0.0036527,            0.002575,            0.002575,            0.002575
                  77,            0.031822,            0.037732,           0.0064082,             0.92553,             0.89437,             0.94955,             0.71617,            0.027676,            0.019673,              0.0036,            0.002476,            0.002476,            0.002476
                  78,            0.031513,            0.036044,           0.0064984,             0.92502,             0.89056,             0.94969,             0.72548,            0.027018,            0.019458,           0.0035632,            0.002377,            0.002377,            0.002377
                  79,            0.030506,            0.030655,           0.0058207,             0.92728,             0.89979,             0.95283,             0.72701,            0.027472,            0.019309,           0.0035086,            0.002278,            0.002278,            0.002278
                  80,            0.029102,            0.032633,           0.0055783,             0.91659,             0.90043,             0.95209,             0.71998,            0.027421,            0.019173,           0.0034345,            0.002179,            0.002179,            0.002179
                  81,             0.03109,            0.035394,           0.0061216,             0.92147,               0.898,             0.95321,             0.71278,            0.026915,            0.019091,           0.0033663,             0.00208,             0.00208,             0.00208
                  82,            0.031904,            0.039719,           0.0059232,             0.90176,             0.91216,             0.95253,             0.72878,            0.026805,            0.018963,           0.0033217,            0.001981,            0.001981,            0.001981
                  83,            0.031003,            0.038494,           0.0058908,             0.90476,             0.90419,              0.9518,             0.72765,            0.027709,            0.018899,           0.0032942,            0.001882,            0.001882,            0.001882
                  84,            0.032214,            0.037848,           0.0062142,             0.90186,             0.90798,             0.95153,             0.71234,            0.028292,            0.018977,           0.0032887,            0.001783,            0.001783,            0.001783
                  85,            0.031866,            0.035132,           0.0059091,             0.90998,             0.90832,              0.9535,             0.74362,              0.0265,            0.018584,           0.0032841,            0.001684,            0.001684,            0.001684
                  86,            0.030978,               0.036,           0.0058427,             0.91422,             0.90255,             0.95243,             0.74545,             0.02555,            0.018384,           0.0032679,            0.001585,            0.001585,            0.001585
                  87,             0.03015,            0.040266,           0.0053823,             0.92853,             0.88912,             0.95637,             0.75047,             0.02506,             0.01824,           0.0032345,            0.001486,            0.001486,            0.001486
                  88,            0.030479,            0.036627,           0.0054088,             0.93325,             0.89147,               0.956,             0.75862,            0.024442,            0.018051,           0.0031952,            0.001387,            0.001387,            0.001387
                  89,            0.029032,            0.036464,           0.0053413,             0.88142,             0.92965,             0.95542,             0.76325,             0.02434,            0.018022,           0.0031605,            0.001288,            0.001288,            0.001288
                  90,            0.031363,            0.035471,           0.0055705,             0.88443,             0.93083,             0.95527,             0.75857,            0.024452,            0.017989,           0.0031241,            0.001189,            0.001189,            0.001189
                  91,            0.029962,            0.037428,            0.005334,             0.89239,             0.93445,             0.95771,             0.76436,            0.024186,            0.017853,           0.0030834,             0.00109,             0.00109,             0.00109
                  92,            0.030194,            0.036589,           0.0050123,             0.89811,             0.93165,             0.95604,             0.75899,            0.024214,            0.017848,           0.0030438,            0.000991,            0.000991,            0.000991
                  93,            0.029004,            0.034994,           0.0050689,             0.90331,             0.92883,               0.956,             0.76139,            0.023976,            0.017768,           0.0030008,            0.000892,            0.000892,            0.000892
                  94,            0.028083,            0.031702,           0.0054196,             0.90848,             0.92748,             0.95594,             0.76486,            0.023889,            0.017709,           0.0029589,            0.000793,            0.000793,            0.000793
                  95,            0.028013,            0.031655,           0.0055903,             0.90859,             0.92583,             0.95453,             0.77237,            0.023747,            0.017636,           0.0029199,            0.000694,            0.000694,            0.000694
                  96,             0.02732,            0.034327,            0.005192,             0.91074,             0.92393,             0.95478,             0.76934,            0.023636,            0.017615,           0.0028939,            0.000595,            0.000595,            0.000595
                  97,            0.028845,            0.034492,           0.0051811,             0.91522,             0.92359,             0.95592,             0.77449,            0.023484,            0.017595,           0.0028705,            0.000496,            0.000496,            0.000496
                  98,            0.028609,             0.03424,            0.005092,             0.91785,             0.92193,             0.95459,             0.77115,            0.023524,             0.01759,           0.0028554,            0.000397,            0.000397,            0.000397
                  99,            0.028405,             0.03565,           0.0052403,             0.91899,             0.92214,             0.95489,             0.77949,            0.023375,            0.017524,           0.0028386,            0.000298,            0.000298,            0.000298
